word,phonemes,difficulty
أهْدَافَهُ,ʔ-a-h-d-aː-f-a-h-u,medium
وَالتَّوَطُّنِ,w-aː-l-t-t-a-w-a-tˤ-tˤ-u-n-i,medium
عُتْبَةُ,ʕ-u-t-b-a,medium
الْأرْضِيَّةِ,a-l-ʔ-a-r-dˤ-i-j-j-a,medium
تَسْعَدَ,t-a-s-ʕ-a-d-a,medium
لِيُسَافِه,l-i-j-u-s-aː-f-i-h,low
وَأَمَانَةُ,w-a-ʔ-a-m-aː-n-a,medium
وَيُجْزِلُ,w-a-j-u-dʒ-z-i-l-u,low
بِخَوَاطِرِهِمْ,b-i-x-a-w-aː-tˤ-i-r-i-h-i-m,medium
دَائِرًا,d-aː-ʔ-i-r-a-n,medium
ثِقَلَ,θ-i-q-a-l-a,medium
وَتَكْفِيرِ,w-a-t-a-k-f-iː-r-i,low
عِزَّتِهِمْ,ʕ-i-z-z-a-t-i-h-i-m,medium
بَعَثَتْ,b-a-ʕ-a-θ-a-t,medium
وَتَشَعَّثَمَا,w-a-t-a-ʃ-a-ʕ-ʕ-a-θ-a-m-aː,high
تَظَاهَرَا,t-a-ðˤ-aː-h-a-r-aː,medium
الْفَنِّيَّ,a-l-f-a-n-n-i-j-j-a,low
وَالْأَمَانَةِ,w-aː-l-ʔ-a-m-aː-n-a,medium
مَنْزِلُهُ,m-a-n-z-i-l-u-h-u,low
الْخَلِيطُ,a-l-x-a-l-iː-tˤ-u,medium
قِرَاءَةِ,q-i-r-aː-ʔ-a,medium
أُمُّهُ,ʔ-u-m-m-u-h-u,medium
وَعَصَيْتُمْ,w-a-ʕ-a-sˤ-a-j-t-u-m,medium
كِيَانًا,k-i-j-aː-n-a-n,low
نَضَعَ,n-a-dˤ-a-ʕ-a,medium
حَذَّرَتِ,ħ-a-ð-ð-a-r-a-t-i,high
بِدُعَاءٍ,b-i-d-u-ʕ-aː-ʔ-i-n,medium
عَيْنٌ,ʕ-a-j-n-u-n,medium
أَكْرَمَكُمْ,ʔ-a-k-r-a-m-a-k-u-m,medium
شَخْصِيَّتِهِ,ʃ-a-x-sˤ-i-j-j-a-t-i-h-i,medium
طَرْحِ,tˤ-a-r-ħ-i,medium
تَزِيدُنِي,t-a-z-iː-d-u-n-iː,low
ظِلّ,ðˤ-i-l-l,medium
لأنّها,l-ʔ-a-n-n-h,medium
وَاقْتَدِحْ,w-aː-q-t-a-d-i-ħ,medium
فَتَنْجَلِي,f-a-t-a-n-dʒ-a-l-iː,low
الْخُلَفَاءُ,a-l-x-u-l-a-f-aː-ʔ-u,medium
دُسْتُورٌ,d-u-s-t-uː-r-u-n,low
تَعَالِيمَ,t-a-ʕ-aː-l-iː-m-a,medium
تَفْكِيرِهِمْ,t-a-f-k-iː-r-i-h-i-m,low
الدَّيْنَاصُورَاتِ,a-d-d-a-j-n-aː-sˤ-uː-r-aː-t-i,medium
تَاسِعَ,t-aː-s-i-ʕ-a,medium
دَمْعاً,d-a-m-ʕ,medium
الْأَوْضَاعِ,a-l-ʔ-a-w-dˤ-aː-ʕ-i,high
الدُّهْنَ,a-d-d-u-h-n-a,low
أَعْرَاضَهُمْ,ʔ-a-ʕ-r-aː-dˤ-a-h-u-m,high
قَمْحٍ,q-a-m-ħ-i-n,medium
الْأَزْمَةَ,a-l-ʔ-a-z-m-a,medium
شَرَائِعِهِ,ʃ-a-r-aː-ʔ-i-ʕ-i-h-i,medium
وَسُدَاداً,w-a-s-u-d-aː-d,low
بَالَغْت,b-aː-l-a-ɣ-t,medium
وَانْتَقَدْتُهُ,w-aː-n-t-a-q-a-d-t-u-h-u,medium
الْعُرُوبَةِ,a-l-ʕ-u-r-uː-b-a,medium
حَرْفِ,ħ-a-r-f-i,medium
فَرَائِضِ,f-a-r-aː-ʔ-i-dˤ-i,medium
أَقُرْآنٌ,ʔ-a-q-u-r-ʔ-aː-n-u-n,high
وَنَخْتَلِفُ,w-a-n-a-x-t-a-l-i-f-u,low
وَالْمُتَرَدِّيَةُ,w-aː-l-m-u-t-a-r-a-d-d-i-j-a,low
لَمَشَى,l-a-m-a-ʃ-aː,low
حَرِيصِينَ,ħ-a-r-iː-sˤ-iː-n-a,medium
وَفَرْضُهَا,w-a-f-a-r-dˤ-u-h-aː,medium
مُتَوَاصِلًا,m-u-t-a-w-aː-sˤ-i-l-a-n,medium
يُعَلِّمَانِ,j-u-ʕ-a-l-l-i-m-aː-n-i,medium
الْقُلُوبَ,a-l-q-u-l-uː-b-a,medium
تَشْخَصَ,t-a-ʃ-x-a-sˤ-a,medium
لِظَرْفٍ,l-i-ðˤ-a-r-f-i-n,medium
مِنْهَاجٌ,m-i-n-h-aː-dʒ-u-n,low
الْكُرُوبِ,a-l-k-u-r-uː-b-i,low
شِرَاكِهِ,ʃ-i-r-aː-k-i-h-i,low
صَاحِبَهَا,sˤ-aː-ħ-i-b-a-h-aː,medium
بِرَغَائِبِ,b-i-r-a-ɣ-aː-ʔ-i-b-i,medium
وَتَسَرْبَلَ,w-a-t-a-s-a-r-b-a-l-a,low
وَ40,w-a,low
تُمْتَهَنُ,t-u-m-t-a-h-a-n-u,low
يُومِئُونَ,j-uː-m-i-ʔ-uː-n-a,medium
وَالزَّكَاةُ,w-aː-l-z-z-a-k-aː,low
مُغْرِيَةٍ,m-u-ɣ-r-i-j-a,medium
لِدَاعِي,l-i-d-aː-ʕ-iː,medium
فُرُطًا؛,f-u-r-u-tˤ-a-n,medium
يَسِّرْ,j-a-s-s-i-r,low
بِأَبْعَدَ,b-i-ʔ-a-b-ʕ-a-d-a,medium
الأَلَم,a-l-ʔ-a-l-a-m,medium
التَّعَالِيمِ,a-t-t-a-ʕ-aː-l-iː-m-i,medium
وَعُمْيٌ,w-a-ʕ-u-m-j-u-n,medium
وَأَقْوَالِهِمْ,w-a-ʔ-a-q-w-aː-l-i-h-i-m,medium
وَأَلْقَيْنَا,w-a-ʔ-a-l-q-a-j-n-aː,medium
وَالسَّرِقَةَ,w-aː-l-s-s-a-r-i-q-a,medium
أَحَدَهُمَا,ʔ-a-ħ-a-d-a-h-u-m-aː,medium
قَلِيلا,q-a-l-iː-l,medium
مَوْضُوعَاتِهِ,m-a-w-dˤ-uː-ʕ-aː-t-i-h-i,medium
الْجُمْعَة,a-l-dʒ-u-m-ʕ-a,medium
الْعَالَمِيَّ,a-l-ʕ-aː-l-a-m-i-j-j-a,medium
مُتَنَاسِينَ,m-u-t-a-n-aː-s-iː-n-a,low
وَمَسْلاة,w-a-m-a-s-l,low
بَاباً,b-aː-b,low
وَتَشَبُّثٍ,w-a-t-a-ʃ-a-b-b-u-θ-i-n,medium
الْجَائِزُ,a-l-dʒ-aː-ʔ-i-z-u,medium
وَامْرَأَتُهُ,w-aː-m-r-a-ʔ-a-t-u-h-u,medium
بَخْسٍ,b-a-x-s-i-n,low
سُؤَالَ,s-u-ʔ-aː-l-a,medium
لِيَتَّفِقَ,l-i-j-a-t-t-a-f-i-q-a,medium
وَأَبْخَصُ,w-a-ʔ-a-b-x-a-sˤ-u,medium
النِّيَّةِ,a-n-n-i-j-j-a,low
وَمُرْشِدَنَا,w-a-m-u-r-ʃ-i-d-a-n-aː,low
الْمُتَتَالِيَةُ,a-l-m-u-t-a-t-aː-l-i-j-a,low
خَلِيّ,x-a-l-i-j-j,low
وَلَفَظْتُهُ,w-a-l-a-f-a-ðˤ-t-u-h-u,medium
تَنْقَضِي,t-a-n-q-a-dˤ-iː,medium
مُفْعَمًا,m-u-f-ʕ-a-m-a-n,medium
وَأَقْصِدُ,w-a-ʔ-a-q-sˤ-i-d-u,high
الْخَاصَّةِ,a-l-x-aː-sˤ-sˤ-a,medium
بِظَلَّامٍ,b-i-ðˤ-a-l-l-aː-m-i-n,medium
تَفْسِيرَاتِهَا,t-a-f-s-iː-r-aː-t-i-h-aː,low
وَالْكَبِدُ,w-aː-l-k-a-b-i-d-u,low
وَيَسْتَنْبِطهَا,w-a-j-a-s-t-a-n-b-i-tˤ-h-aː,medium
وَتَنَوَّرَ,w-a-t-a-n-a-w-w-a-r-a,low
وَعَرَاهُ,w-a-ʕ-a-r-aː-h-u,medium
وَتَتَعَاقَبُ,w-a-t-a-t-a-ʕ-aː-q-a-b-u,medium
وَتَلْتَهِبُ,w-a-t-a-l-t-a-h-i-b-u,low
الْغِيبَةِ,a-l-ɣ-iː-b-a,medium
وَفَهْمِنَا,w-a-f-a-h-m-i-n-aː,low
حِسَابَاتُ,ħ-i-s-aː-b-aː-t-u,medium
هَامٍّ,h-aː-m-m-i-n,low
وَأُسْلُوبِهِ,w-a-ʔ-u-s-l-uː-b-i-h-i,medium
رَهْبَةً,r-a-h-b-a,low
وَالْمَوَاثِيقِ,w-aː-l-m-a-w-aː-θ-iː-q-i,medium
تَشْكِيلِهِ,t-a-ʃ-k-iː-l-i-h-i,low
مَفْطُورَةٌ,m-a-f-tˤ-uː-r-a,medium
يَتَغَلَّبَ,j-a-t-a-ɣ-a-l-l-a-b-a,medium
وَمُتَنَفَّساً,w-a-m-u-t-a-n-a-f-f-a-s,low
بَعْدَئِذٍ,b-a-ʕ-d-a-ʔ-i-ð-i-n,high
خُطُورَةِ,x-u-tˤ-uː-r-a,medium
وَقَبِلَهَا,w-a-q-a-b-i-l-a-h-aː,medium
فَأَخَذَهُمَا,f-a-ʔ-a-x-a-ð-a-h-u-m-aː,medium
خِلَافٍ,x-i-l-aː-f-i-n,low
وَحَيَّاهَا,w-a-ħ-a-j-j-aː-h-aː,medium
وَيُسَبِّحُ,w-a-j-u-s-a-b-b-i-ħ-u,medium
جَاهِلِيَّةِ,dʒ-aː-h-i-l-i-j-j-a,low
وَعَذَابِ,w-a-ʕ-a-ð-aː-b-i,medium
بَطِيء,b-a-tˤ-iː-ʔ,medium
الأَطْمَاعِ,a-l-ʔ-a-tˤ-m-aː-ʕ-i,high
حَاجَاتِ,ħ-aː-dʒ-aː-t-i,medium
صَافَحَ,sˤ-aː-f-a-ħ-a,medium
يُبْنَى,j-u-b-n-aː,low
خَطِيئَتِي,x-a-tˤ-iː-ʔ-a-t-iː,medium
بَرِّ,b-a-r-r-i,low
أَمَانَتِهِ,ʔ-a-m-aː-n-a-t-i-h-i,medium
جَوَامِعَ,dʒ-a-w-aː-m-i-ʕ-a,medium
الْأُجْرَةِ,a-l-ʔ-u-dʒ-r-a,medium
وَالْحَادِثُ,w-aː-l-ħ-aː-d-i-θ-u,medium
خَوْفِ,x-a-w-f-i,low
بِالصَّائِمِ,b-i-l-sˤ-sˤ-aː-ʔ-i-m-i,high
كَشَجَرَةٍ,k-a-ʃ-a-dʒ-a-r-a,low
بِعُقُولِهِمْ,b-i-ʕ-u-q-uː-l-i-h-i-m,medium
يَنْفُذُوا,j-a-n-f-u-ð-uː,medium
الْجُمَلُ,a-l-dʒ-u-m-a-l-u,low
وَالْأَسَاوِرِ,w-aː-l-ʔ-a-s-aː-w-i-r-i,medium
طِفْلَهَا,tˤ-i-f-l-a-h-aː,medium
الدَّوَرَاتِ,a-d-d-a-w-a-r-aː-t-i,low
فَجَزَاؤُهُمْ,f-a-dʒ-a-z-aː-ʔ-u-h-u-m,medium
حِرَار,ħ-i-r-aː-r,medium
الْأُنْثَيَيْنِ,a-l-ʔ-u-n-θ-a-j-a-j-n-i,medium
أفَادَ,ʔ-a-f-aː-d-a,medium
الْخُلُقُ,a-l-x-u-l-u-q-u,medium
مُغْبِطَة,m-u-ɣ-b-i-tˤ-a,medium
لِلتَّوَازُنٍ,l-i-l-t-t-a-w-aː-z-u-n-i-n,low
إثْيوبِي,ʔ-i-θ-j-w-b-iː,medium
حَلالاً,ħ-a-l-l,medium
صَنِيعَكُمْ,sˤ-a-n-iː-ʕ-a-k-u-m,medium
وَهَجَرَ,w-a-h-a-dʒ-a-r-a,low
وَصَعِدَ,w-a-sˤ-a-ʕ-i-d-a,medium
وَالْأَخْطَارِ,w-aː-l-ʔ-a-x-tˤ-aː-r-i,medium
وَرُوحَ,w-a-r-uː-ħ-a,medium
الدُّكْتُورَ,a-d-d-u-k-t-uː-r-a,low
وَقَتْلِهِمْ,w-a-q-a-t-l-i-h-i-m,medium
مَسْأَلَةَ,m-a-s-ʔ-a-l-a,medium
يُحَاسِبَ,j-u-ħ-aː-s-i-b-a,medium
وَالْمَوَدَّةِ,w-aː-l-m-a-w-a-d-d-a,low
بِالْقَائِمِ,b-i-l-q-aː-ʔ-i-m-i,medium
الْجَمَاعِيِّ؛,a-l-dʒ-a-m-aː-ʕ-i-j-j-i,medium
وَبِلَالٍ,w-a-b-i-l-aː-l-i-n,low
طَعَنَتْ,tˤ-a-ʕ-a-n-a-t,medium
أَبَانَا,ʔ-a-b-aː-n-aː,medium
وَيُقَارِفُ,w-a-j-u-q-aː-r-i-f-u,medium
والتَكْفِيرِ,w-l-t-a-k-f-iː-r-i,low
تَخْمِينِي,t-a-x-m-iː-n-iː,low
وَالنَّسَبُ,w-aː-l-n-n-a-s-a-b-u,low
أُعْطِيَ,ʔ-u-ʕ-tˤ-i-j-a,high
وَالِاطْمِئْنَانَ,w-aː-l-i-tˤ-m-i-ʔ-n-aː-n-a,medium
أَصْنَافِ,ʔ-a-sˤ-n-aː-f-i,medium
الْكَسْبِ,a-l-k-a-s-b-i,low
السِّلْعَةِ,a-s-s-i-l-ʕ-a,medium
فَازْدَدْ,f-aː-z-d-a-d,low
تُرَتِّبُ,t-u-r-a-t-t-i-b-u,low
حُلُولِهَا,ħ-u-l-uː-l-i-h-aː,medium
زَادَتْهَا,z-aː-d-a-t-h-aː,low
مُتَعَ,m-u-t-a-ʕ-a,medium
الضَّمِير,a-dˤ-dˤ-a-m-iː-r,medium
لَرَجُلٌ,l-a-r-a-dʒ-u-l-u-n,low
مُتَشَابِهَات,m-u-t-a-ʃ-aː-b-i-h-aː-t,low
وَاسْتَبْثَثْتُهُ,w-aː-s-t-a-b-θ-a-θ-t-u-h-u,medium
لَئِيم,l-a-ʔ-iː-m,medium
الفَنَا,a-l-f-a-n-aː,low
الإعْلام,a-l-ʔ-i-ʕ-l-m,medium
الْغُدَّةِ,a-l-ɣ-u-d-d-a,medium
الصَّوَابِ,a-sˤ-sˤ-a-w-aː-b-i,medium
تُطَالِبُ,t-u-tˤ-aː-l-i-b-u,medium
الْخَطِيرَةُ,a-l-x-a-tˤ-iː-r-a,medium
المُوالاةِ,a-l-m-uː-l,low
وَالْأَمْنَ,w-aː-l-ʔ-a-m-n-a,medium
فَاسِدَةٍ,f-aː-s-i-d-a,low
وَالْكَهْرَبَاءِ,w-aː-l-k-a-h-r-a-b-aː-ʔ-i,medium
وَيُوصِلُوا,w-a-j-uː-sˤ-i-l-uː,medium
يَعْرِفُهُ,j-a-ʕ-r-i-f-u-h-u,medium
شِدَّةً,ʃ-i-d-d-a,low
تَكادُ,t-a-k-d-u,low
وَنَزَلَتِ,w-a-n-a-z-a-l-a-t-i,low
وَرُؤَسَائِهِمْ,w-a-r-u-ʔ-a-s-aː-ʔ-i-h-i-m,medium
تُسَمِّي,t-u-s-a-m-m-iː,low
بَالِغ,b-aː-l-i-ɣ,medium
الذَّاتِيِّ؛,a-ð-ð-aː-t-i-j-j-i,medium
وَنَدَى,w-a-n-a-d-aː,low
نِتَاجِ,n-i-t-aː-dʒ-i,low
وَالْخُمُولِ,w-aː-l-x-u-m-uː-l-i,low
وَعَانَتِهِ,w-a-ʕ-aː-n-a-t-i-h-i,medium
عُبَيْد,ʕ-u-b-a-j-d,medium
أَسْرَى,ʔ-a-s-r-aː,medium
يَطَّلِعُ,j-a-tˤ-tˤ-a-l-i-ʕ-u,high
التَّجْرِيدِيَّةِ,a-t-t-a-dʒ-r-iː-d-i-j-j-a,low
غَطِيط,ɣ-a-tˤ-iː-tˤ,high
مُبَارَيَاتِ,m-u-b-aː-r-a-j-aː-t-i,low
مُكْثِر,m-u-k-θ-i-r,medium
فَتَدَلَّى,f-a-t-a-d-a-l-l-aː,low
الْمُجَادَلَةَ,a-l-m-u-dʒ-aː-d-a-l-a,low
وَتَحْلِيلِهَا,w-a-t-a-ħ-l-iː-l-i-h-aː,medium
فَعَلَتِ,f-a-ʕ-a-l-a-t-i,medium
فَجَرَ,f-a-dʒ-a-r-a,low
اجْتِنَابَهُ,dʒ-t-i-n-aː-b-a-h-u,low
الْأَخْطَارُ,a-l-ʔ-a-x-tˤ-aː-r-u,medium
وَسِيَادَةً,w-a-s-i-j-aː-d-a,low
الدِّينِ,a-d-d-iː-n-i,low
طَفْلَة,tˤ-a-f-l-a,medium
الْعَضُد,a-l-ʕ-a-dˤ-u-d,medium
التَّوْرَاتِيِّ,a-t-t-a-w-r-aː-t-i-j-j-i,low
أَعْنَاقُ,ʔ-a-ʕ-n-aː-q-u,high
خَصِمُونَ,x-a-sˤ-i-m-uː-n-a,medium
أَسْتَحِي,ʔ-a-s-t-a-ħ-iː,medium
الْمَفْرُوضَةُ,a-l-m-a-f-r-uː-dˤ-a,medium
وَآثَارٍ,w-a-ʔ-aː-θ-aː-r-i-n,medium
دَعْنِي,d-a-ʕ-n-iː,medium
رُوِيَ,r-uː-j-a,low
الْمُمَارَسَةِ,a-l-m-u-m-aː-r-a-s-a,low
وِجْهَةَ,w-i-dʒ-h-a,low
لِشَدِيد,l-i-ʃ-a-d-iː-d,low
مُتْقِن,m-u-t-q-i-n,medium
الْأُذُنَ,a-l-ʔ-u-ð-u-n-a,medium
الْكِيمْيَائِيِّ,a-l-k-iː-m-j-aː-ʔ-i-j-j-i,medium
تُتَأَلَّفَ,t-u-t-a-ʔ-a-l-l-a-f-a,medium
إِلْصَاقَهُ,ʔ-i-l-sˤ-aː-q-a-h-u,high
الْإِسْلَامُ؛,a-l-ʔ-i-s-l-aː-m-u,medium
وَتَثَاقَلَ,w-a-t-a-θ-aː-q-a-l-a,medium
لِجَنْبِك,l-i-dʒ-a-n-b-i-k,low
تَنْعَمُ,t-a-n-ʕ-a-m-u,medium
مُدَّعِينَ,m-u-d-d-a-ʕ-iː-n-a,medium
فَرَأَيْت,f-a-r-a-ʔ-a-j-t,medium
الْمُبارَكِ,a-l-m-u-b-r-a-k-i,low
الصِّرَاعُ,a-sˤ-sˤ-i-r-aː-ʕ-u,high
وَرَحْمَةٍ,w-a-r-a-ħ-m-a,medium
وَحُبِسَتْ,w-a-ħ-u-b-i-s-a-t,medium
صَدُوقُ,sˤ-a-d-uː-q-u,medium
غَيَّبَ,ɣ-a-j-j-a-b-a,medium
وَرَفَّهَتْ,w-a-r-a-f-f-a-h-a-t,low
فَالدُّنْيَا,f-aː-l-d-d-u-n-j-aː,low
يَحْرِمُهُ,j-a-ħ-r-i-m-u-h-u,medium
فَسِرْ,f-a-s-i-r,low
السُّيُوفُ,a-s-s-u-j-uː-f-u,low
مُجَافٍ,m-u-dʒ-aː-f-i-n,low
وَأَتَوَسَّم,w-a-ʔ-a-t-a-w-a-s-s-a-m,medium
اسْتِفَادَةِ,s-t-i-f-aː-d-a,low
وَيَجْعَلُونَ,w-a-j-a-dʒ-ʕ-a-l-uː-n-a,medium
مُنْفَصِلَةٌ,m-u-n-f-a-sˤ-i-l-a,medium
أَجْيَالٌ,ʔ-a-dʒ-j-aː-l-u-n,medium
فَاطَّهَّرُوا,f-aː-tˤ-tˤ-a-h-h-a-r-uː,medium
سُلَّمِ,s-u-l-l-a-m-i,low
التَّأْرِيخِ,a-t-t-a-ʔ-r-iː-x-i,medium
لِلزَّوْجَيْنِ,l-i-l-z-z-a-w-dʒ-a-j-n-i,low
وَإِبَادَةِ,w-a-ʔ-i-b-aː-d-a,medium
مَلاّذ,m-a-l-ð,medium
كَثِيرَة,k-a-θ-iː-r-a,medium
وَابْنِهِ,w-aː-b-n-i-h-i,low
وَقْفًا,w-a-q-f-a-n,medium
تُقَاتِهِ,t-u-q-aː-t-i-h-i,medium
نَقْدًا,n-a-q-d-a-n,medium
عَقْلَانِيًّا,ʕ-a-q-l-aː-n-i-j-j-a-n,medium
سُدَّةٌ,s-u-d-d-a,low
لَيَسْتَخْلِفَنَّهُمْ,l-a-j-a-s-t-a-x-l-i-f-a-n-n-a-h-u-m,low
رُقَبَاء,r-u-q-a-b-aː-ʔ,medium
بِالنِّدَاءِ,b-i-l-n-n-i-d-aː-ʔ-i,medium
الصُّعُوبَةَ,a-sˤ-sˤ-u-ʕ-uː-b-a,high
شُرْبَهُ,ʃ-u-r-b-a-h-u,low
لَيَتَطَلَّع,l-a-j-a-t-a-tˤ-a-l-l-a-ʕ,medium
وَسَفَنْت,w-a-s-a-f-a-n-t,low
وَمِنْكُمْ,w-a-m-i-n-k-u-m,low
الصَّعْبُ,a-sˤ-sˤ-a-ʕ-b-u,high
وَالْعُلَمَاءِ,w-aː-l-ʕ-u-l-a-m-aː-ʔ-i,medium
يَسْتَخْدِمَهَا,j-a-s-t-a-x-d-i-m-a-h-aː,low
بَرْنَامِجِ,b-a-r-n-aː-m-i-dʒ-i,low
وَجَمَّرَهُ,w-a-dʒ-a-m-m-a-r-a-h-u,low
فَأَسْأَلُ,f-a-ʔ-a-s-ʔ-a-l-u,medium
مَوْفُورَ,m-a-w-f-uː-r-a,low
أُوامي,ʔ-uː-m-j,medium
الرَّفِيعَةِ,a-r-r-a-f-iː-ʕ-a,medium
مثَالتهم,m-θ-aː-l-t-h-m,medium
لِنَسْتَلْهِمَ,l-i-n-a-s-t-a-l-h-i-m-a,low
الْأَصَالَةِ,a-l-ʔ-a-sˤ-aː-l-a,medium
​كَشَفَتْ,k-a-ʃ-a-f-a-t,low
الذِّكْرَ,a-ð-ð-i-k-r-a,medium
النَّبَإِ,a-n-n-a-b-a-ʔ-i,medium
السِّيرَةَ,a-s-s-iː-r-a,low
الرَّجْمِ,a-r-r-a-dʒ-m-i,low
وَاظَبَ,w-aː-ðˤ-a-b-a,medium
بَحْثِهَا,b-a-ħ-θ-i-h-aː,medium
الْجُيُوشُ,a-l-dʒ-u-j-uː-ʃ-u,low
قَرَاح,q-a-r-aː-ħ,medium
مَبِيعَاتِهَا,m-a-b-iː-ʕ-aː-t-i-h-aː,medium
عَظمَ,ʕ-a-ðˤ-m-a,medium
الْعَائِلَةُ,a-l-ʕ-aː-ʔ-i-l-a,medium
دُوكفست,d-uː-k-f-s-t,low
كُتَّابِنَا,k-u-t-t-aː-b-i-n-aː,low
السُّهْد,a-s-s-u-h-d,low
الْحُرْقَةُ,a-l-ħ-u-r-q-a,medium
افْتِرَاضِيٍّ,f-t-i-r-aː-dˤ-i-j-j-i-n,medium
عَمِلَتَا,ʕ-a-m-i-l-a-t-aː,medium
فَاتَّصَلُوا,f-aː-t-t-a-sˤ-a-l-uː,medium
وَالْأَيَّامَ,w-aː-l-ʔ-a-j-j-aː-m-a,medium
بِتَأَمُّلَاتٍ,b-i-t-a-ʔ-a-m-m-u-l-aː-t-i-n,medium
الْبَاجِي,a-l-b-aː-dʒ-iː,low
أَصْبَرَ,ʔ-a-sˤ-b-a-r-a,medium
فَيُقَوِّي,f-a-j-u-q-a-w-w-iː,medium
أَوْلَانَا,ʔ-a-w-l-aː-n-aː,medium
مُتَأَلِّق,m-u-t-a-ʔ-a-l-l-i-q,medium
عَصْرِنَا,ʕ-a-sˤ-r-i-n-aː,medium
سَعْدِهِ,s-a-ʕ-d-i-h-i,medium
فَضَلَّتْ,f-a-dˤ-a-l-l-a-t,medium
جِلِّهِ,dʒ-i-l-l-i-h-i,low
وَمَوَاهِبِهِ,w-a-m-a-w-aː-h-i-b-i-h-i,low
حَضَنَتْهُمُ,ħ-a-dˤ-a-n-a-t-h-u-m-u,medium
آلِهَةٌ,ʔ-aː-l-i-h-a,medium
التَّرَاقِي,a-t-t-a-r-aː-q-iː,medium
ثَوْبًا,θ-a-w-b-a-n,medium
وَالنِّيَّةِ,w-aː-l-n-n-i-j-j-a,low
يُخَيِّبْ,j-u-x-a-j-j-i-b,low
عُمَانَ,ʕ-u-m-aː-n-a,medium
بِالنَّاسِ,b-i-l-n-n-aː-s-i,low
قَوْلَ,q-a-w-l-a,medium
بِنْتًا,b-i-n-t-a-n,low
رَبُّكَ,r-a-b-b-u-k-a,low
الْمُحْتَشِمَ,a-l-m-u-ħ-t-a-ʃ-i-m-a,medium
وَتَصَدَّعَ,w-a-t-a-sˤ-a-d-d-a-ʕ-a,medium
الْجَرِيح,a-l-dʒ-a-r-iː-ħ,medium
وَالشُّرُوطَ,w-aː-l-ʃ-ʃ-u-r-uː-tˤ-a,medium
فَلْسَفَةُ,f-a-l-s-a-f-a,low
الْبَدِيهِيَّاتِ,a-l-b-a-d-iː-h-i-j-j-aː-t-i,low
لِيَمْشِيَ,l-i-j-a-m-ʃ-i-j-a,low
العرَبِيّةُ,a-l-ʕ-r-a-b-i-j-j,medium
الِاقْتِنَاعِ,a-l-q-t-i-n-aː-ʕ-i,medium
لِلَفْظِهِ,l-i-l-a-f-ðˤ-i-h-i,medium
الْعَدَسِ,a-l-ʕ-a-d-a-s-i,medium
الْعِشَاءِ,a-l-ʕ-i-ʃ-aː-ʔ-i,medium
عَلَّمَ,ʕ-a-l-l-a-m-a,medium
وَنُورُ,w-a-n-uː-r-u,low
وَفَقِهَهَا,w-a-f-a-q-i-h-a-h-aː,medium
بِاليَمَن,b-i-l-j-a-m-a-n,low
الْوَطْأَةِ,a-l-w-a-tˤ-ʔ-a,medium
وَارْتِبَاطِ,w-aː-r-t-i-b-aː-tˤ-i,medium
سَيَتَحَوَّلُ,s-a-j-a-t-a-ħ-a-w-w-a-l-u,medium
تَالِدِهَا,t-aː-l-i-d-i-h-aː,low
نُقِرُّهُ,n-u-q-i-r-r-u-h-u,medium
مَجانًا,m-a-dʒ-n-a-n,low
فَنُفَسِّرَ,f-a-n-u-f-a-s-s-i-r-a,low
وَرَسّاً,w-a-r-a-s-s,low
أَشْخَاصًا,ʔ-a-ʃ-x-aː-sˤ-a-n,medium
الْجَوَابِ,a-l-dʒ-a-w-aː-b-i,low
رَمْزَة,r-a-m-z-a,low
شُعْبَةٌ,ʃ-u-ʕ-b-a,medium
فَذَاقَهُ,f-a-ð-aː-q-a-h-u,medium
بِالْمَرْوَةِ,b-i-l-m-a-r-w-a,low
اعْتَرَى,ʕ-t-a-r-aː,medium
جَدَّ,dʒ-a-d-d-a,low
وَعَايَشُوا,w-a-ʕ-aː-j-a-ʃ-uː,medium
وَبِعُقُولِهِمُ,w-a-b-i-ʕ-u-q-uː-l-i-h-i-m-u,medium
نَخْبَهُ,n-a-x-b-a-h-u,low
لَعَطَاء,l-a-ʕ-a-tˤ-aː-ʔ,high
وَقَصَّرْتُ,w-a-q-a-sˤ-sˤ-a-r-t-u,high
أَسْلِحَتِكُمْ,ʔ-a-s-l-i-ħ-a-t-i-k-u-m,medium
جُوعُهُ,dʒ-uː-ʕ-u-h-u,medium
الْأَبْرَارَ,a-l-ʔ-a-b-r-aː-r-a,medium
وَاسْتِكْشَافِ,w-aː-s-t-i-k-ʃ-aː-f-i,low
وَتَدْبِير,w-a-t-a-d-b-iː-r,low
عبَام,ʕ-b-aː-m,medium
وَسَلَبَتْ,w-a-s-a-l-a-b-a-t,low
النُّظَرَاءِ,a-n-n-u-ðˤ-a-r-aː-ʔ-i,medium
السَّرَّاءِ,a-s-s-a-r-r-aː-ʔ-i,medium
حَرَكَاتٍ,ħ-a-r-a-k-aː-t-i-n,medium
الْمُخْتَبَر,a-l-m-u-x-t-a-b-a-r,low
غَايَاتُهُ,ɣ-aː-j-aː-t-u-h-u,medium
سُيُول,s-u-j-uː-l,low
أَجَادَهُ,ʔ-a-dʒ-aː-d-a-h-u,medium
وَمَيْسُور,w-a-m-a-j-s-uː-r,low
بَغْي,b-a-ɣ-j,medium
أَخْوَاله,ʔ-a-x-w-aː-l-h,medium
صَفَا,sˤ-a-f-aː,medium
